transaction_id,timestamp,merchant_name,Unnamed: 3,merchant_category,amount,payment_mode,is_recurring,user_balance_pre,label_category,label_urgency
TXN3677,2026-01-01 08:42:00,UPI-PVR@PAYTM,,Entertainment,10434,Net Banking,False,14080,Yellow,Discretionary
TXN3678,2026-01-06 05:46:00,VPA-Netflix@PAYTM,,Subscriptions,45403,Net Banking,True,23219,Yellow,Discretionary
TXN3679,2026-01-24 14:25:00,Dmart,,Groceries,21518,Credit Card,False,39999,Orange,Necessary
TXN3680,2026-01-19 18:53:00,HDFC Life,,Insurance,41407,Credit Card,True,93529,Red,Critical
TXN3681,2026-01-06 17:15:00,Udemy,,Education,38478,UPI,False,17789,Orange,Necessary
TXN3682,2026-01-13 15:48:00,Uber,,Commuting,2912,Net Banking,False,40053,Orange,Necessary
TXN3683,2026-02-02 22:17:00,Flipkart,,Shopping,4300,Debit Card,False,19948,Yellow,Discretionary
TXN3684,2026-01-17 04:35:00,Rajesh General Store,,Groceries,9369,UPI,False,97138,Orange,Necessary
TXN3685,2026-01-22 00:02:00,VPA-Netflix@PAYTM,,Subscriptions,13471,Credit Card,True,96685,Yellow,Discretionary
TXN3686,2026-01-28 01:47:00,Indian Oil,,Fuel,34753,Net Banking,False,93165,Orange,Necessary
TXN3687,2026-01-29 13:56:00,HDFC Life,,Insurance,38264,Net Banking,False,44721,Red,Critical
TXN3688,2026-01-27 02:35:00,TATA POWER,,Utilities,28296,Debit Card,True,10839,Red,Critical
TXN3689,2026-01-26 03:31:00,UPI-SWIGGY@ICICI,,Dining,46356,Credit Card,False,47750,Yellow,Discretionary
TXN3690,2026-01-19 01:08:00,HDFC Life,,Insurance,45697,Net Banking,False,43394,Red,Critical
TXN3691,2026-01-25 16:03:00,Uber,,Commuting,4849,Credit Card,False,29705,Orange,Necessary
TXN3692,2026-01-09 16:04:00,Rajesh General Store,,Groceries,19539,Net Banking,False,24560,Orange,Necessary
TXN3693,2026-01-09 20:53:00,HDFC Home Loan,,Mortgage,2294,Credit Card,False,33092,Red,Critical
TXN3694,2026-01-19 12:05:00,Loan EMI,,Financial,12100,Debit Card,False,35250,Red,Critical
TXN3695,2026-01-31 04:29:00,UPI-PVR@PAYTM,,Entertainment,19843,Net Banking,False,30907,Yellow,Discretionary
TXN3696,2026-01-02 11:41:00,Urban Company,,Personal_Care,35507,Credit Card,False,4172,Yellow,Discretionary
TXN3697,2026-01-27 12:19:00,Spotify India,,Subscriptions,25097,UPI,True,99231,Yellow,Discretionary
TXN3698,2026-01-23 04:15:00,VPA-Netflix@PAYTM,,Subscriptions,42477,Net Banking,True,87356,Yellow,Discretionary
TXN3699,2026-01-09 13:41:00,Amazon India,,Shopping,30627,UPI,False,35036,Yellow,Discretionary
TXN3700,2026-01-08 01:28:00,Amazon India,,Shopping,20975,Debit Card,False,8160,Yellow,Discretionary
TXN3701,2026-01-26 10:40:00,IRCTC,,Travel,10806,Credit Card,False,21731,Yellow,Discretionary
TXN3702,2026-01-21 09:49:00,Urban Company,,Personal_Care,22273,Credit Card,False,24246,Yellow,Discretionary
TXN3703,2026-01-24 16:19:00,HDFC Home Loan,,Mortgage,13275,Debit Card,True,17995,Red,Critical
TXN3704,2026-01-07 02:50:00,Uber,,Commuting,9032,Credit Card,False,2628,Orange,Necessary
TXN3705,2026-01-01 10:52:00,HP Petrol Pump,,Fuel,14224,Debit Card,False,27292,Orange,Necessary
TXN3706,2026-01-19 13:57:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,13028,Net Banking,False,33744,Red,Critical
TXN3707,2026-01-06 14:11:00,Credit Card Bill,,Financial,48207,Net Banking,False,91235,Red,Critical
TXN3708,2026-01-20 10:15:00,Loan EMI,,Financial,801,Debit Card,False,57849,Red,Critical
TXN3709,2026-01-12 08:06:00,QR-PAYMENT,,Miscellaneous,49311,UPI,False,41812,Yellow,Discretionary
TXN3710,2026-01-10 14:02:00,SBI Home Loan,,Mortgage,42158,UPI,True,49022,Red,Critical
TXN3711,2026-01-27 11:23:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,15227,Credit Card,False,96800,Yellow,Discretionary
TXN3712,2026-01-10 20:47:00,UPI-UNKNOWN,,Miscellaneous,15500,Credit Card,False,4306,Yellow,Discretionary
TXN3713,2026-01-14 11:18:00,VPA-Netflix@PAYTM,,Subscriptions,8426,Net Banking,True,71302,Yellow,Discretionary
TXN3714,2026-02-02 15:55:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,6055,Debit Card,False,60035,Yellow,Discretionary
TXN3715,2026-01-17 23:44:00,HDFC Home Loan,,Mortgage,19280,UPI,True,7331,Red,Critical
TXN3716,2026-01-25 20:53:00,Loan EMI,,Financial,17070,Net Banking,True,87080,Red,Critical
TXN3717,2026-02-01 10:44:00,INOX Movies,,Entertainment,42186,Net Banking,False,83869,Yellow,Discretionary
TXN3718,2026-01-29 07:42:00,Udemy,,Education,27226,Debit Card,False,14376,Orange,Necessary
TXN3719,2026-01-30 02:51:00,Apollo Pharmacy,,Healthcare,25417,Debit Card,False,47654,Orange,Necessary
TXN3720,2026-01-29 14:57:00,Credit Card Bill,,Financial,44509,Debit Card,True,61993,Red,Critical
TXN3721,2026-01-08 01:54:00,College Fee,,Education,4300,Credit Card,False,24077,Orange,Necessary
TXN3722,2026-01-18 12:49:00,Reliance Fresh,,Groceries,45194,Net Banking,False,45489,Orange,Necessary
TXN3723,2026-02-03 15:43:00,Flipkart,,Shopping,33335,Debit Card,False,95488,Yellow,Discretionary
TXN3724,2026-01-09 12:56:00,Ola,,Commuting,16425,Net Banking,False,82708,Orange,Necessary
TXN3725,2026-01-04 20:20:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,6635,UPI,False,17538,Yellow,Discretionary
TXN3726,2026-01-24 08:53:00,Rajesh General Store,,Groceries,34894,UPI,False,60516,Orange,Necessary
TXN3727,2026-01-26 03:48:00,Metro Card Recharge,,Commuting,22818,Net Banking,False,90724,Orange,Necessary
TXN3728,2026-01-03 06:02:00,Reliance Fresh,,Groceries,4945,Net Banking,False,60061,Orange,Necessary
TXN3729,2026-01-28 05:27:00,Amazon India,,Shopping,41340,Debit Card,False,30061,Yellow,Discretionary
TXN3730,2026-01-29 02:12:00,IRCTC,,Travel,38619,Credit Card,False,81689,Yellow,Discretionary
TXN3731,2026-02-03 11:03:00,IRCTC,,Travel,39302,UPI,False,42225,Yellow,Discretionary
TXN3732,2026-01-07 11:12:00,UPI-UNKNOWN,,Miscellaneous,11415,Net Banking,False,23503,Yellow,Discretionary
TXN3733,2026-01-26 09:00:00,Indian Oil,,Fuel,16469,Net Banking,False,29376,Orange,Necessary
TXN3734,2026-01-14 03:57:00,HDFC Home Loan,,Mortgage,1506,Debit Card,True,47779,Red,Critical
TXN3735,2026-01-18 03:39:00,VPA-Netflix@PAYTM,,Subscriptions,24720,Credit Card,True,23588,Yellow,Discretionary
TXN3736,2026-02-03 16:19:00,Fortis Hospital,,Healthcare,12706,UPI,False,26098,Orange,Necessary
TXN3737,2026-01-14 17:54:00,LIC Premium Payment,,Insurance,19098,Net Banking,False,39091,Red,Critical
TXN3738,2026-01-23 17:08:00,UPI-MSEB@SBI,,Utilities,33012,Credit Card,False,68469,Red,Critical
TXN3739,2026-01-08 13:32:00,UPI-MSEB@SBI,,Utilities,30549,UPI,False,3227,Red,Critical
TXN3740,2026-01-16 21:35:00,MakeMyTrip,,Travel,33358,UPI,False,90199,Yellow,Discretionary
TXN3741,2026-01-23 14:40:00,Coursera,,Education,44787,Credit Card,False,59245,Orange,Necessary
TXN3742,2026-01-30 22:38:00,SBI Home Loan,,Mortgage,28092,Debit Card,False,83686,Red,Critical
TXN3743,2026-01-13 04:44:00,SBI Home Loan,,Mortgage,27239,Debit Card,True,31062,Red,Critical
TXN3744,2026-01-08 18:13:00,Loan EMI,,Financial,31174,Debit Card,True,42299,Red,Critical
TXN3745,2026-01-04 15:59:00,IRCTC,,Travel,1249,Net Banking,False,55335,Yellow,Discretionary
TXN3746,2026-01-07 02:10:00,IRCTC,,Travel,9390,UPI,False,79744,Yellow,Discretionary
TXN3747,2026-01-14 00:12:00,IRCTC,,Travel,9989,UPI,False,78163,Yellow,Discretionary
TXN3748,2026-01-02 21:55:00,UPI-SWIGGY@ICICI,,Dining,27003,Debit Card,False,29121,Yellow,Discretionary
TXN3749,2026-02-01 21:49:00,Udemy,,Education,49740,Net Banking,False,87641,Orange,Necessary
TXN3750,2026-01-31 10:02:00,Ola,,Commuting,16114,Debit Card,False,61222,Orange,Necessary
TXN3751,2026-01-14 12:01:00,Lakme Salon,,Personal_Care,40891,Debit Card,False,95228,Yellow,Discretionary
TXN3752,2026-01-16 06:09:00,Dmart,,Groceries,24805,Credit Card,False,10461,Orange,Necessary
TXN3753,2026-01-16 10:58:00,TATA POWER,,Utilities,43931,UPI,True,72750,Red,Critical
TXN3754,2026-01-11 03:36:00,LIC Premium Payment,,Insurance,47538,UPI,False,14520,Red,Critical
TXN3755,2026-01-11 05:09:00,Dmart,,Groceries,37710,Debit Card,False,70549,Orange,Necessary
TXN3756,2026-01-05 07:04:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,11685,Debit Card,False,20401,Yellow,Discretionary
TXN3757,2026-01-24 06:32:00,UPI-SWIGGY@ICICI,,Dining,49198,UPI,False,39306,Yellow,Discretionary
TXN3758,2026-01-19 23:38:00,IRCTC,,Travel,28637,Net Banking,False,71729,Yellow,Discretionary
TXN3759,2026-01-27 12:37:00,Indian Oil,,Fuel,652,UPI,False,14129,Orange,Necessary
TXN3760,2026-01-03 15:53:00,Udemy,,Education,36555,Net Banking,False,70916,Orange,Necessary
TXN3761,2026-01-31 15:52:00,Flipkart,,Shopping,49257,UPI,False,18006,Yellow,Discretionary
TXN3762,2026-01-23 20:50:00,Dmart,,Groceries,11743,Net Banking,False,75213,Orange,Necessary
TXN3763,2026-01-24 16:49:00,Loan EMI,,Financial,16126,Credit Card,False,41614,Red,Critical
TXN3764,2026-02-04 02:02:00,Indian Oil,,Fuel,18566,Credit Card,False,52836,Orange,Necessary
TXN3765,2026-01-10 21:47:00,INOX Movies,,Entertainment,47562,Credit Card,False,17447,Yellow,Discretionary
TXN3766,2026-02-02 12:49:00,HDFC Home Loan,,Mortgage,40110,Net Banking,False,18969,Red,Critical
TXN3767,2026-01-09 07:54:00,VPA-Netflix@PAYTM,,Subscriptions,5021,UPI,True,25837,Yellow,Discretionary
TXN3768,2026-01-08 10:08:00,Amazon India,,Shopping,3080,Credit Card,False,37766,Yellow,Discretionary
TXN3769,2026-01-23 02:24:00,LIC Premium Payment,,Insurance,18542,UPI,False,96541,Red,Critical
TXN3770,2026-01-07 23:34:00,UPI-SWIGGY@ICICI,,Dining,40404,Net Banking,False,59025,Yellow,Discretionary
TXN3771,2026-01-24 09:05:00,Apollo Pharmacy,,Healthcare,42809,Debit Card,False,21587,Orange,Necessary
TXN3772,2026-01-20 15:50:00,UPI-PVR@PAYTM,,Entertainment,3836,Net Banking,False,29249,Yellow,Discretionary
TXN3773,2026-02-03 21:52:00,Lakme Salon,,Personal_Care,48432,Debit Card,False,90702,Yellow,Discretionary
TXN3774,2026-01-09 22:51:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,452,Debit Card,False,46091,Red,Critical
TXN3775,2026-01-09 13:56:00,Coursera,,Education,35749,UPI,False,52408,Orange,Necessary
TXN3776,2026-01-15 20:46:00,UPI-MSEB@SBI,,Utilities,41506,Debit Card,True,6583,Red,Critical
TXN3777,2026-01-26 00:33:00,Apollo Pharmacy,,Healthcare,34798,UPI,False,31294,Orange,Necessary
TXN3778,2026-01-08 18:41:00,IRCTC,,Travel,27489,UPI,False,81233,Yellow,Discretionary
TXN3779,2026-02-01 17:51:00,Dmart,,Groceries,26190,Net Banking,False,70490,Orange,Necessary
TXN3780,2026-01-12 02:35:00,SBI Home Loan,,Mortgage,49663,Debit Card,True,57666,Red,Critical
TXN3781,2026-01-18 12:55:00,HDFC Home Loan,,Mortgage,32972,Debit Card,True,80377,Red,Critical
TXN3782,2026-01-04 18:59:00,HDFC Life,,Insurance,26806,Credit Card,False,98408,Red,Critical
TXN3783,2026-01-21 16:50:00,INOX Movies,,Entertainment,11702,UPI,False,52620,Yellow,Discretionary
TXN3784,2026-01-05 22:41:00,Ola,,Commuting,36285,UPI,False,40438,Orange,Necessary
TXN3785,2026-01-24 00:30:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,10261,Debit Card,False,87508,Yellow,Discretionary
TXN3786,2026-01-07 22:24:00,LIC Premium Payment,,Insurance,47082,UPI,False,80293,Red,Critical
TXN3787,2026-02-03 13:11:00,Ola,,Commuting,12344,UPI,False,60935,Orange,Necessary
TXN3788,2026-02-01 20:55:00,QR-PAYMENT,,Miscellaneous,46515,UPI,False,97006,Yellow,Discretionary
TXN3789,2026-01-05 07:44:00,Indian Oil,,Fuel,32409,UPI,False,51046,Orange,Necessary
TXN3790,2026-01-01 06:51:00,Urban Company,,Personal_Care,38242,UPI,False,22395,Yellow,Discretionary
TXN3791,2026-01-06 19:11:00,Apollo Pharmacy,,Healthcare,5019,Net Banking,False,81917,Orange,Necessary
TXN3792,2026-01-23 21:35:00,Loan EMI,,Financial,7753,UPI,False,60877,Red,Critical
TXN3793,2026-01-30 06:36:00,MakeMyTrip,,Travel,38081,Debit Card,False,70392,Yellow,Discretionary
TXN3794,2026-01-09 02:38:00,Flipkart,,Shopping,43402,UPI,False,65705,Yellow,Discretionary
TXN3795,2026-02-01 16:08:00,Spotify India,,Subscriptions,24798,Net Banking,True,48818,Yellow,Discretionary
TXN3796,2026-01-27 03:46:00,HP Petrol Pump,,Fuel,40184,UPI,False,46886,Orange,Necessary
TXN3797,2026-01-15 00:28:00,Spotify India,,Subscriptions,29474,Debit Card,True,27257,Yellow,Discretionary
TXN3798,2026-01-13 10:00:00,Udemy,,Education,14748,Net Banking,False,79450,Orange,Necessary
TXN3799,2026-01-07 05:05:00,UPI-MSEB@SBI,,Utilities,48476,UPI,False,39541,Red,Critical
TXN3800,2026-01-07 11:53:00,Loan EMI,,Financial,41217,Net Banking,True,62782,Red,Critical
TXN3801,2026-01-27 03:03:00,Urban Company,,Personal_Care,4224,Net Banking,False,57892,Yellow,Discretionary
TXN3802,2026-01-26 04:17:00,UPI-UNKNOWN,,Miscellaneous,36959,Net Banking,False,1004,Yellow,Discretionary
TXN3803,2026-01-17 00:24:00,Flipkart,,Shopping,16805,Credit Card,False,73788,Yellow,Discretionary
TXN3804,2026-01-09 19:23:00,Indian Oil,,Fuel,5032,Credit Card,False,67223,Orange,Necessary
TXN3805,2026-01-14 03:38:00,INOX Movies,,Entertainment,30380,Net Banking,False,32289,Yellow,Discretionary
TXN3806,2026-01-27 11:10:00,Coursera,,Education,26227,UPI,False,96585,Orange,Necessary
TXN3807,2026-01-02 06:32:00,Indian Oil,,Fuel,38391,Credit Card,False,70453,Orange,Necessary
TXN3808,2026-01-08 14:02:00,Flipkart,,Shopping,747,Net Banking,False,79789,Yellow,Discretionary
TXN3809,2026-01-02 10:17:00,UPI-MSEB@SBI,,Utilities,11300,Debit Card,True,16001,Red,Critical
TXN3810,2026-01-19 01:18:00,HP Petrol Pump,,Fuel,30160,Net Banking,False,5622,Orange,Necessary
TXN3811,2026-01-09 03:40:00,Amazon India,,Shopping,1284,Credit Card,False,71850,Yellow,Discretionary
TXN3812,2026-01-11 01:52:00,Fortis Hospital,,Healthcare,34184,UPI,False,14180,Orange,Necessary
TXN3813,2026-01-14 21:16:00,LIC Premium Payment,,Insurance,21719,Debit Card,False,63737,Red,Critical
TXN3814,2026-01-26 04:23:00,QR-PAYMENT,,Miscellaneous,48826,Credit Card,False,14391,Yellow,Discretionary
TXN3815,2026-01-21 08:19:00,Lakme Salon,,Personal_Care,1054,Credit Card,False,20079,Yellow,Discretionary
TXN3816,2026-01-03 02:09:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,141,Credit Card,False,28399,Red,Critical
TXN3817,2026-01-28 03:28:00,Indian Oil,,Fuel,6773,Credit Card,False,78117,Orange,Necessary
TXN3818,2026-01-14 07:47:00,LIC Premium Payment,,Insurance,23524,UPI,False,51277,Red,Critical
TXN3819,2026-01-31 06:19:00,Apollo Pharmacy,,Healthcare,28822,Credit Card,False,71457,Orange,Necessary
TXN3820,2026-01-23 21:01:00,Urban Company,,Personal_Care,37421,Net Banking,False,7287,Yellow,Discretionary
TXN3821,2026-01-22 11:39:00,TATA POWER,,Utilities,7853,Debit Card,False,70075,Red,Critical
TXN3822,2026-01-29 17:14:00,Lakme Salon,,Personal_Care,2146,Debit Card,False,15310,Yellow,Discretionary
TXN3823,2026-01-03 03:59:00,Urban Company,,Personal_Care,45184,Debit Card,False,16605,Yellow,Discretionary
TXN3824,2026-01-06 23:39:00,Fortis Hospital,,Healthcare,19958,UPI,False,33538,Orange,Necessary
TXN3825,2026-01-16 14:35:00,Indian Oil,,Fuel,18073,Net Banking,False,87697,Orange,Necessary
TXN3826,2026-01-02 18:10:00,Indian Oil,,Fuel,10902,Net Banking,False,39937,Orange,Necessary
TXN3827,2026-01-16 15:57:00,VPA-Netflix@PAYTM,,Subscriptions,7756,Net Banking,True,42915,Yellow,Discretionary
TXN3828,2026-01-09 02:42:00,UPI-UNKNOWN,,Miscellaneous,20771,Debit Card,False,56267,Yellow,Discretionary
TXN3829,2026-01-16 02:23:00,HDFC Home Loan,,Mortgage,40010,Debit Card,True,1537,Red,Critical
TXN3830,2026-01-12 18:28:00,HDFC Life,,Insurance,28908,Net Banking,False,4353,Red,Critical
TXN3831,2026-01-25 15:07:00,Flipkart,,Shopping,25580,Credit Card,False,40290,Yellow,Discretionary
TXN3832,2026-01-28 08:12:00,Udemy,,Education,39243,Net Banking,False,29707,Orange,Necessary
TXN3833,2026-01-25 07:40:00,Coursera,,Education,6416,Debit Card,False,30877,Orange,Necessary
TXN3834,2026-01-07 05:50:00,Coursera,,Education,32153,Credit Card,False,11226,Orange,Necessary
TXN3835,2026-01-05 15:00:00,College Fee,,Education,22886,Debit Card,False,29094,Orange,Necessary
TXN3836,2026-01-18 22:46:00,Rajesh General Store,,Groceries,48663,Debit Card,False,33154,Orange,Necessary
TXN3837,2026-01-22 11:52:00,HDFC Home Loan,,Mortgage,4555,Debit Card,False,94495,Red,Critical
TXN3838,2026-01-20 08:52:00,Spotify India,,Subscriptions,32517,Credit Card,True,21085,Yellow,Discretionary
TXN3839,2026-01-15 14:36:00,Metro Card Recharge,,Commuting,22808,Credit Card,False,73334,Orange,Necessary
TXN3840,2026-01-31 10:16:00,Coursera,,Education,11958,Credit Card,False,77105,Orange,Necessary
TXN3841,2026-01-15 05:28:00,SBI Home Loan,,Mortgage,9271,UPI,False,93928,Red,Critical
TXN3842,2026-01-23 06:23:00,HP Petrol Pump,,Fuel,33022,Credit Card,False,43451,Orange,Necessary
TXN3843,2026-01-16 06:59:00,UPI-SWIGGY@ICICI,,Dining,4462,UPI,False,7674,Yellow,Discretionary
TXN3844,2026-01-05 05:18:00,Dmart,,Groceries,20318,Credit Card,False,79049,Orange,Necessary
TXN3845,2026-01-22 11:07:00,Loan EMI,,Financial,20236,Debit Card,True,35790,Red,Critical
TXN3846,2026-01-14 13:01:00,IRCTC,,Travel,23471,Net Banking,False,19000,Yellow,Discretionary
TXN3847,2026-01-17 05:17:00,Amazon India,,Shopping,30328,Credit Card,False,16108,Yellow,Discretionary
TXN3848,2026-01-28 10:40:00,Credit Card Bill,,Financial,17136,Debit Card,False,38430,Red,Critical
TXN3849,2026-01-24 05:39:00,Dmart,,Groceries,15262,UPI,False,64506,Orange,Necessary
TXN3850,2026-01-10 21:51:00,Uber,,Commuting,8279,Net Banking,False,69948,Orange,Necessary
TXN3851,2026-01-11 21:45:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,45213,Debit Card,False,26850,Yellow,Discretionary
TXN3852,2026-01-24 00:43:00,Lakme Salon,,Personal_Care,33718,Debit Card,False,62685,Yellow,Discretionary
TXN3853,2026-01-25 17:26:00,UPI-SWIGGY@ICICI,,Dining,11509,Net Banking,False,63403,Yellow,Discretionary
TXN3854,2026-01-20 18:54:00,LIC Premium Payment,,Insurance,18793,Debit Card,False,73225,Red,Critical
TXN3855,2026-01-09 06:17:00,College Fee,,Education,4202,UPI,False,41585,Orange,Necessary
TXN3856,2026-01-31 01:52:00,Loan EMI,,Financial,26877,Debit Card,True,43323,Red,Critical
TXN3857,2026-01-24 07:05:00,College Fee,,Education,14939,UPI,False,63759,Orange,Necessary
TXN3858,2026-02-01 04:48:00,UPI-PVR@PAYTM,,Entertainment,23446,Net Banking,False,56186,Yellow,Discretionary
TXN3859,2026-01-23 14:22:00,HDFC Life,,Insurance,18398,UPI,False,50506,Red,Critical
TXN3860,2026-01-08 09:35:00,QR-PAYMENT,,Miscellaneous,48747,Net Banking,False,50163,Yellow,Discretionary
TXN3861,2026-01-19 00:35:00,UPI-SWIGGY@ICICI,,Dining,14811,Debit Card,False,28012,Yellow,Discretionary
TXN3862,2026-01-12 22:09:00,Fortis Hospital,,Healthcare,41329,Credit Card,False,56862,Orange,Necessary
TXN3863,2026-01-27 15:53:00,Reliance Fresh,,Groceries,38605,UPI,False,75881,Orange,Necessary
TXN3864,2026-01-28 02:31:00,Rajesh General Store,,Groceries,3260,Credit Card,False,70265,Orange,Necessary
TXN3865,2026-01-25 04:18:00,UPI-UNKNOWN,,Miscellaneous,37943,Debit Card,False,2723,Yellow,Discretionary
TXN3866,2026-01-04 20:49:00,Coursera,,Education,6339,Net Banking,False,92810,Orange,Necessary
TXN3867,2026-01-14 10:00:00,Flipkart,,Shopping,11254,Net Banking,False,85769,Yellow,Discretionary
TXN3868,2026-01-31 11:48:00,Fortis Hospital,,Healthcare,40683,Net Banking,False,98945,Orange,Necessary
TXN3869,2026-01-17 21:09:00,MakeMyTrip,,Travel,11286,Net Banking,False,74036,Yellow,Discretionary
TXN3870,2026-01-16 20:41:00,College Fee,,Education,46629,Debit Card,False,75344,Orange,Necessary
TXN3871,2026-01-04 06:03:00,UPI-PVR@PAYTM,,Entertainment,11840,Net Banking,False,19303,Yellow,Discretionary
TXN3872,2026-01-25 01:36:00,Credit Card Bill,,Financial,9121,Debit Card,False,39721,Red,Critical
TXN3873,2026-01-15 22:26:00,Credit Card Bill,,Financial,30385,Credit Card,False,2385,Red,Critical
TXN3874,2026-01-10 09:07:00,Fortis Hospital,,Healthcare,6580,Net Banking,False,35348,Orange,Necessary
TXN3875,2026-01-24 19:39:00,UPI-UNKNOWN,,Miscellaneous,34380,UPI,False,51777,Yellow,Discretionary
TXN3876,2026-01-30 01:04:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,47686,UPI,False,29026,Yellow,Discretionary
TXN3877,2026-01-25 09:51:00,HDFC Life,,Insurance,49382,UPI,True,57439,Red,Critical
TXN3878,2026-01-25 12:28:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,40060,UPI,False,64946,Yellow,Discretionary
TXN3879,2026-01-02 00:45:00,Fortis Hospital,,Healthcare,37877,Debit Card,False,1988,Orange,Necessary
TXN3880,2026-01-03 03:19:00,INOX Movies,,Entertainment,30771,Credit Card,False,76140,Yellow,Discretionary
TXN3881,2026-01-20 05:59:00,Coursera,,Education,36818,Debit Card,False,56235,Orange,Necessary
TXN3882,2026-01-30 21:36:00,Ola,,Commuting,5960,Credit Card,False,82813,Orange,Necessary
TXN3883,2026-01-01 12:59:00,TATA POWER,,Utilities,30553,Credit Card,False,98673,Red,Critical
TXN3884,2026-01-01 21:49:00,LIC Premium Payment,,Insurance,44227,UPI,False,52216,Red,Critical
TXN3885,2026-01-01 11:23:00,UPI-PVR@PAYTM,,Entertainment,38405,Debit Card,False,10962,Yellow,Discretionary
TXN3886,2026-01-30 09:57:00,Spotify India,,Subscriptions,20244,Credit Card,True,18116,Yellow,Discretionary
TXN3887,2026-01-20 09:57:00,IRCTC,,Travel,16048,UPI,False,95331,Yellow,Discretionary
TXN3888,2026-01-25 08:22:00,Reliance Fresh,,Groceries,34907,UPI,False,43503,Orange,Necessary
TXN3889,2026-01-03 18:37:00,UPI-PVR@PAYTM,,Entertainment,18673,Debit Card,False,43457,Yellow,Discretionary
TXN3890,2026-01-10 09:38:00,Amazon India,,Shopping,46934,Net Banking,False,60929,Yellow,Discretionary
TXN3891,2026-01-23 13:58:00,UPI-SWIGGY@ICICI,,Dining,45789,Debit Card,False,70090,Yellow,Discretionary
TXN3892,2026-01-04 14:08:00,Indian Oil,,Fuel,9265,Debit Card,False,58154,Orange,Necessary
TXN3893,2026-01-10 12:16:00,MakeMyTrip,,Travel,37347,Credit Card,False,32657,Yellow,Discretionary
TXN3894,2026-01-01 07:46:00,Metro Card Recharge,,Commuting,4055,Credit Card,False,92815,Orange,Necessary
TXN3895,2026-01-29 19:15:00,Udemy,,Education,6021,Credit Card,False,48566,Orange,Necessary
TXN3896,2026-01-16 05:09:00,Credit Card Bill,,Financial,5732,Net Banking,True,85783,Red,Critical
TXN3897,2026-01-26 20:30:00,HP Petrol Pump,,Fuel,38424,Debit Card,False,64377,Orange,Necessary
TXN3898,2026-01-18 06:52:00,MakeMyTrip,,Travel,7681,Credit Card,False,13772,Yellow,Discretionary
TXN3899,2026-01-02 22:31:00,Ola,,Commuting,44588,Debit Card,False,80905,Orange,Necessary
TXN3900,2026-01-21 19:05:00,Ola,,Commuting,31960,UPI,False,24317,Orange,Necessary
TXN3901,2026-01-19 15:40:00,SBI Home Loan,,Mortgage,42708,UPI,True,50072,Red,Critical
TXN3902,2026-01-24 17:19:00,Coursera,,Education,19432,UPI,False,23711,Orange,Necessary
TXN3903,2026-02-02 01:49:00,Indian Oil,,Fuel,16905,Net Banking,False,9503,Orange,Necessary
TXN3904,2026-02-01 16:50:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,6970,Net Banking,False,82217,Yellow,Discretionary
TXN3905,2026-01-25 08:48:00,College Fee,,Education,13517,Credit Card,False,44377,Orange,Necessary
TXN3906,2026-01-06 15:55:00,Urban Company,,Personal_Care,2908,UPI,False,49429,Yellow,Discretionary
TXN3907,2026-01-10 17:44:00,LIC Premium Payment,,Insurance,8971,UPI,True,64779,Red,Critical
TXN3908,2026-01-10 11:46:00,Apollo Pharmacy,,Healthcare,31990,Net Banking,False,55510,Orange,Necessary
TXN3909,2026-01-12 19:04:00,VPA-Netflix@PAYTM,,Subscriptions,17355,Credit Card,True,83568,Yellow,Discretionary
TXN3910,2026-01-27 08:26:00,Credit Card Bill,,Financial,34759,Debit Card,True,99456,Red,Critical
TXN3911,2026-01-19 17:45:00,Coursera,,Education,1516,UPI,False,75911,Orange,Necessary
TXN3912,2026-02-01 15:18:00,Urban Company,,Personal_Care,26454,UPI,False,34595,Yellow,Discretionary
TXN3913,2026-01-13 15:53:00,HDFC Home Loan,,Mortgage,33238,Net Banking,True,70830,Red,Critical
TXN3914,2026-01-06 02:12:00,Fortis Hospital,,Healthcare,49540,Debit Card,False,46454,Orange,Necessary
TXN3915,2026-01-07 04:18:00,College Fee,,Education,49161,Net Banking,False,59964,Orange,Necessary
TXN3916,2026-01-01 23:14:00,INOX Movies,,Entertainment,17524,Net Banking,False,26261,Yellow,Discretionary
TXN3917,2026-01-13 07:59:00,UPI-PVR@PAYTM,,Entertainment,49747,UPI,False,50798,Yellow,Discretionary
TXN3918,2026-01-23 22:22:00,HDFC Life,,Insurance,13748,UPI,True,77917,Red,Critical
TXN3919,2026-01-21 04:04:00,UPI-UNKNOWN,,Miscellaneous,36038,Credit Card,False,62089,Yellow,Discretionary
TXN3920,2026-01-19 10:02:00,Metro Card Recharge,,Commuting,15437,Credit Card,False,28608,Orange,Necessary
