merchant_name,merchant_category,amount,is_recurring,user_balance_pre,hour,day_of_week,label_category_enc,label_urgency_enc
26,15,10985,1,20478,14,1,2,2
20,9,1386,0,59418,15,1,0,0
9,8,37418,0,51845,7,5,2,2
26,15,41414,0,93966,15,1,2,2
20,9,2525,0,64397,4,0,0,0
30,9,46911,0,8456,1,6,0,0
34,11,36358,0,8824,4,1,0,0
30,9,32526,0,82118,9,4,0,0
16,4,1463,0,21646,2,2,2,2
20,9,28812,0,30922,2,5,0,0
2,2,46971,0,86608,7,3,1,1
6,12,27419,0,88725,16,4,0,0
30,9,40853,0,27659,20,1,0,0
30,9,11456,0,26646,2,3,0,0
11,3,32456,0,40300,16,6,0,0
21,6,23613,0,34684,5,5,1,1
8,10,4272,0,44767,14,1,2,2
32,0,36930,0,29872,3,4,1,1
33,2,3158,0,73510,4,1,1,1
28,3,28793,0,60417,9,2,0,0
28,3,36962,0,6001,2,5,0,0
8,10,13560,0,47900,3,3,2,2
16,4,48108,0,13514,0,3,2,2
3,2,8159,0,26962,23,1,1,1
26,15,31142,0,45237,1,2,2,2
29,1,24507,0,94242,8,2,0,0
12,14,10035,0,99224,7,2,0,0
32,0,28203,0,54686,15,0,1,1
12,14,29104,0,19582,10,3,0,0
29,1,20731,0,53145,11,3,0,0
5,6,49854,0,5361,1,5,1,1
22,6,46851,0,87054,15,5,1,1
34,11,44721,0,92353,4,0,0,0
33,2,617,0,37171,0,6,1,1
13,5,42297,0,27387,18,6,1,1
17,14,13029,0,40022,20,6,0,0
33,2,47620,0,94725,16,1,1,1
0,12,6183,0,67565,2,0,0,0
2,2,10587,0,3569,6,4,1,1
19,0,47712,0,55910,23,4,1,1
5,6,17123,0,82680,2,5,1,1
28,3,49681,0,85822,16,1,0,0
0,12,29797,0,44930,17,6,0,0
17,14,18747,0,87914,12,0,0,0
10,5,6996,0,43471,12,5,1,1
17,14,6521,0,19709,9,0,0,0
15,11,6145,0,8651,8,1,0,0
30,9,29339,0,10733,19,5,0,0
13,5,38392,0,65882,23,3,1,1
16,4,48053,0,55146,9,3,2,2
24,13,46705,1,60493,21,1,0,0
9,8,31121,1,4773,23,1,2,2
12,14,39526,0,54058,0,1,0,0
17,14,2739,0,69021,23,2,0,0
17,14,24640,0,40248,9,2,0,0
26,15,9415,1,77783,4,1,2,2
6,12,14228,0,24496,15,1,0,0
26,15,35983,0,46198,1,6,2,2
34,11,37656,0,41093,17,0,0,0
33,2,31244,0,94876,13,2,1,1
24,13,29586,1,87953,10,2,0,0
3,2,41044,0,87597,9,3,1,1
10,5,26012,0,44933,14,6,1,1
16,4,42430,0,12103,12,3,2,2
0,12,42299,0,73815,21,6,0,0
22,6,34293,0,25324,3,2,1,1
26,15,43239,1,70211,4,4,2,2
1,7,16175,0,92986,9,1,1,1
29,1,26432,0,77687,1,5,0,0
27,15,28740,0,24159,21,0,2,2
33,2,16954,0,12430,5,1,1,1
23,10,9539,0,24442,15,0,2,2
24,13,26791,1,89446,16,3,0,0
3,2,1880,0,93993,15,5,1,1
10,5,21074,0,19172,18,0,1,1
7,7,8027,0,7299,5,5,1,1
19,0,33433,0,99117,22,4,1,1
11,3,4073,0,42224,3,3,0,0
29,1,1994,0,53911,19,3,0,0
27,15,36411,0,77330,17,5,2,2
18,0,42800,0,16958,20,2,1,1
4,4,41767,1,66092,6,5,2,2
12,14,16166,0,70955,6,1,0,0
21,6,30551,0,81860,3,2,1,1
26,15,31700,0,36322,5,2,2,2
13,5,41532,0,28386,15,1,1,1
21,6,48543,0,70504,15,0,1,1
0,12,26006,0,92044,14,1,0,0
7,7,13918,0,80512,23,4,1,1
2,2,17228,0,99157,5,0,1,1
1,7,43502,0,42657,13,4,1,1
16,4,1140,1,91181,2,2,2,2
30,9,727,0,88672,21,3,0,0
20,9,35366,0,11136,12,4,0,0
25,15,29275,0,88612,14,1,2,2
13,5,25446,0,23724,17,6,1,1
11,3,24379,0,25795,5,2,0,0
18,0,1396,0,99907,19,1,1,1
14,8,40302,1,82451,19,2,2,2
19,0,23889,0,5322,18,1,1,1
14,8,12950,1,84181,0,0,2,2
7,7,11272,0,72823,19,4,1,1
31,1,48988,0,9026,19,1,0,0
18,0,47869,0,36456,17,4,1,1
7,7,228,0,56482,4,4,1,1
33,2,26765,0,36418,12,1,1,1
20,9,33998,0,99986,23,4,0,0
5,6,27629,0,70284,10,2,1,1
27,15,12853,0,44370,17,6,2,2
18,0,27875,0,10257,9,0,1,1
23,10,20468,0,8737,11,3,2,2
27,15,28408,1,3648,23,1,2,2
1,7,7167,0,62572,20,6,1,1
5,6,34157,0,31530,7,6,1,1
11,3,38041,0,16861,21,6,0,0
5,6,20631,0,91380,23,5,1,1
5,6,3690,0,40014,19,2,1,1
31,1,44504,0,7812,10,0,0,0
6,12,26424,0,13060,2,3,0,0
18,0,43335,0,82289,11,3,1,1
13,5,28156,0,81792,4,3,1,1
2,2,44387,0,3904,15,2,1,1
14,8,6829,1,2110,2,2,2,2
14,8,41870,0,67202,15,0,2,2
34,11,47588,0,81876,5,2,0,0
32,0,2988,0,8428,19,1,1,1
34,11,20494,0,77002,15,6,0,0
24,13,20329,1,79579,14,4,0,0
12,14,34026,0,77365,22,4,0,0
21,6,33333,0,73828,11,5,1,1
12,14,13231,0,84458,3,5,0,0
3,2,43868,0,62854,14,6,1,1
2,2,37199,0,44495,0,3,1,1
34,11,10735,0,14242,16,2,0,0
30,9,342,0,84224,3,6,0,0
4,4,15764,0,63512,10,1,2,2
10,5,26334,0,24649,7,3,1,1
26,15,23554,0,4434,5,0,2,2
24,13,28962,1,25980,17,3,0,0
21,6,13149,0,26429,22,1,1,1
19,0,47209,0,23343,11,4,1,1
8,10,1508,0,23578,21,0,2,2
25,15,9094,1,50166,19,4,2,2
3,2,20093,0,60295,22,6,1,1
12,14,34632,0,82184,17,1,0,0
28,3,8671,0,25356,17,4,0,0
17,14,39392,0,56800,22,3,0,0
22,6,38590,0,25285,8,6,1,1
24,13,16298,1,7480,15,3,0,0
24,13,13812,1,95828,16,6,0,0
31,1,33432,0,51371,4,2,0,0
20,9,11830,0,42682,10,0,0,0
20,9,31148,0,35671,10,1,0,0
21,6,14486,0,27107,13,2,1,1
10,5,20153,0,56208,3,6,1,1
17,14,36180,0,11609,2,2,0,0
6,12,34101,0,46581,11,6,0,0
16,4,28025,1,59633,6,3,2,2
34,11,32706,0,42052,10,1,0,0
26,15,29046,0,31143,2,1,2,2
12,14,19401,0,66267,8,5,0,0
1,7,6549,0,16043,5,6,1,1
22,6,13227,0,44246,22,4,1,1
7,7,48938,0,90092,11,1,1,1
24,13,659,1,39752,19,1,0,0
13,5,38107,0,99827,19,4,1,1
30,9,26150,0,30329,7,6,0,0
30,9,33905,0,77439,3,0,0,0
16,4,5727,0,41535,13,4,2,2
15,11,28849,0,59478,9,0,0,0
12,14,37947,0,17322,21,2,0,0
20,9,22370,0,30055,1,1,0,0
13,5,21469,0,77433,1,4,1,1
35,13,21743,1,74973,15,3,0,0
10,5,25700,0,8850,7,6,1,1
9,8,7219,0,43601,22,0,2,2
0,12,11334,0,14172,17,5,0,0
22,6,39642,0,64543,5,4,1,1
14,8,25389,1,37700,8,5,2,2
0,12,29896,0,8030,18,5,0,0
23,10,27026,1,51762,3,3,2,2
24,13,31442,1,97905,3,6,0,0
14,8,13579,1,41100,16,1,2,2
23,10,38601,1,27104,20,4,2,2
1,7,587,0,19202,6,2,1,1
10,5,34562,0,43608,21,0,1,1
16,4,37857,1,5622,13,1,2,2
6,12,22826,0,92291,9,0,0,0
10,5,27300,0,33154,4,4,1,1
16,4,43293,1,24544,18,6,2,2
10,5,15808,0,21200,11,1,1,1
31,1,32441,0,54407,16,2,0,0
12,14,49605,0,14291,22,4,0,0
34,11,10902,0,33630,10,5,0,0
4,4,4896,1,84237,14,6,2,2
13,5,48987,0,52842,20,4,1,1
21,6,16523,0,15531,6,0,1,1
2,2,49165,0,61349,1,4,1,1
31,1,36041,0,86617,0,0,0,0
24,13,18393,1,21650,18,3,0,0
28,3,19377,0,16772,7,6,0,0
8,10,44100,0,1969,19,5,2,2
24,13,23567,1,23822,20,5,0,0
9,8,45761,1,6759,21,3,2,2
13,5,29197,0,7370,5,2,1,1
5,6,13321,0,33228,1,6,1,1
14,8,1151,1,55770,6,4,2,2
3,2,44661,0,88180,21,5,1,1
28,3,47548,0,22395,0,5,0,0
11,3,21247,0,74169,12,3,0,0
9,8,28141,0,16334,13,6,2,2
11,3,21292,0,23256,16,3,0,0
3,2,25605,0,28387,21,2,1,1
29,1,42694,0,82277,19,5,0,0
31,1,27041,0,40022,6,2,0,0
28,3,16611,0,12918,7,2,0,0
10,5,21861,0,23480,21,3,1,1
30,9,22061,0,2813,16,2,0,0
10,5,33092,0,77500,1,0,1,1
32,0,40493,0,99975,15,1,1,1
18,0,28182,0,99753,2,0,1,1
21,6,24644,0,65869,11,2,1,1
24,13,13494,1,84653,17,4,0,0
16,4,8899,0,36954,10,3,2,2
34,11,49288,0,3605,10,6,0,0
3,2,13588,0,71188,11,5,1,1
18,0,25101,0,68850,15,3,1,1
4,4,4334,1,64940,4,6,2,2
22,6,9375,0,27267,17,1,1,1
8,10,15586,1,67009,13,6,2,2
16,4,10858,1,95091,23,4,2,2
15,11,39805,0,33132,19,2,0,0
4,4,17916,0,63568,15,6,2,2
13,5,11094,0,62197,2,2,1,1
15,11,31688,0,3096,16,2,0,0
15,11,49832,0,39851,2,2,0,0
23,10,25033,1,61271,22,2,2,2
6,12,36940,0,79932,21,3,0,0
3,2,46949,0,62006,21,4,1,1
14,8,941,1,66127,5,1,2,2
20,9,27351,0,52227,18,1,0,0
13,5,20272,0,84523,18,1,1,1
15,11,8257,0,50939,17,0,0,0
9,8,16828,1,99010,20,0,2,2
20,9,45742,0,8063,14,4,0,0
15,11,15982,0,63116,13,4,0,0
25,15,43725,1,85085,17,2,2,2
4,4,16765,1,32929,9,2,2,2
26,15,6149,1,84962,9,0,2,2
10,5,34082,0,25249,5,1,1,1
34,11,45440,0,40112,18,4,0,0
6,12,49413,0,95874,1,0,0,0
12,14,17730,0,98637,12,5,0,0
0,12,11136,0,64951,1,3,0,0
29,1,34503,0,55136,18,4,0,0
15,11,11660,0,49606,11,4,0,0
9,8,12026,0,66378,0,1,2,2
14,8,13268,1,8230,3,2,2,2
9,8,26890,1,58267,12,3,2,2
8,10,19310,1,11733,4,6,2,2
1,7,22523,0,4388,15,1,1,1
20,9,44192,0,13713,10,3,0,0
1,7,43702,0,76842,21,4,1,1
14,8,24719,0,79534,16,5,2,2
20,9,49704,0,44675,12,2,0,0
33,2,44786,0,45467,8,3,1,1
17,14,24901,0,80559,14,5,0,0
3,2,302,0,60389,18,6,1,1
35,13,39546,1,16608,3,6,0,0
19,0,29716,0,81548,5,6,1,1
15,11,305,0,84133,15,3,0,0
12,14,48322,0,43167,20,5,0,0
18,0,31854,0,52950,15,1,1,1
17,14,31303,0,86789,20,6,0,0
13,5,39891,0,26069,9,0,1,1
21,6,32732,0,11915,17,2,1,1
23,10,7681,0,63698,3,5,2,2
32,0,11269,0,99230,0,5,1,1
11,3,47008,0,4330,7,3,0,0
13,5,14542,0,94763,17,0,1,1
28,3,35131,0,83540,0,1,0,0
29,1,14767,0,75993,8,2,0,0
33,2,47118,0,97882,11,1,1,1
15,11,14750,0,34459,6,1,0,0
31,1,5941,0,45095,16,1,0,0
11,3,8450,0,41574,7,6,0,0
0,12,38770,0,70702,15,4,0,0
34,11,24022,0,89537,17,1,0,0
11,3,702,0,71055,23,2,0,0
24,13,14446,1,66014,22,5,0,0
24,13,9659,1,98418,6,5,0,0
33,2,33023,0,90756,14,1,1,1
30,9,32541,0,38706,1,0,0,0
5,6,10107,0,94447,14,5,1,1
21,6,32049,0,95841,19,6,1,1
8,10,36009,0,51917,8,4,2,2
20,9,49757,0,51796,19,6,0,0
6,12,45737,0,26071,21,6,0,0
28,3,21295,0,99101,9,1,0,0
6,12,43002,0,21955,6,1,0,0
16,4,19176,1,19482,13,5,2,2
14,8,23838,0,95652,4,1,2,2
24,13,28091,1,89556,15,3,0,0
11,3,31155,0,24044,9,5,0,0
2,2,28530,0,19973,12,3,1,1
32,0,7885,0,32069,1,0,1,1
0,12,42881,0,98174,2,6,0,0
16,4,18136,1,83381,17,4,2,2
12,14,7964,0,15786,18,6,0,0
30,9,1609,0,77419,1,1,0,0
1,7,38954,0,24236,11,6,1,1
34,11,37548,0,16914,12,0,0,0
31,1,26663,0,92347,21,3,0,0
30,9,34106,0,77140,12,6,0,0
14,8,11940,0,79025,15,6,2,2
25,15,29409,0,41695,14,1,2,2
35,13,42871,1,21630,23,6,0,0
21,6,8273,0,66841,14,2,1,1
23,10,43233,1,511,7,0,2,2
22,6,19328,0,86897,7,6,1,1
24,13,45654,1,41517,18,5,0,0
14,8,43525,1,6363,18,6,2,2
14,8,19741,0,28708,2,2,2,2
17,14,8520,0,96065,7,3,0,0
29,1,17183,0,50540,13,4,0,0
13,5,5556,0,33815,18,5,1,1
35,13,4724,1,83018,8,1,0,0
9,8,37038,0,86655,11,4,2,2
15,11,20832,0,57336,5,6,0,0
32,0,17802,0,16834,4,6,1,1
15,11,21684,0,84409,1,0,0,0
33,2,9689,0,30091,10,1,1,1
11,3,14663,0,50128,18,0,0,0
23,10,38689,1,64675,8,0,2,2
6,12,39910,0,13484,4,5,0,0
33,2,11940,0,45742,17,1,1,1
30,9,17077,0,1744,6,6,0,0
35,13,24925,1,74891,11,1,0,0
22,6,41990,0,49016,4,0,1,1
34,11,12099,0,58035,2,5,0,0
6,12,28134,0,68735,16,0,0,0
0,12,20131,0,53782,5,3,0,0
31,1,47938,0,31962,6,0,0,0
21,6,48820,0,37967,5,0,1,1
27,15,44470,0,67174,6,1,2,2
20,9,33851,0,90300,19,5,0,0
10,5,40488,0,25427,22,1,1,1
34,11,16105,0,97359,2,5,0,0
4,4,44305,0,69118,5,6,2,2
29,1,8837,0,67829,1,5,0,0
34,11,24944,0,22845,23,5,0,0
2,2,16468,0,71163,8,1,1,1
6,12,19337,0,35201,16,5,0,0
10,5,20076,0,84775,11,5,1,1
16,4,3868,0,47128,6,3,2,2
33,2,23292,0,14546,5,3,1,1
23,10,23334,0,1661,14,0,2,2
30,9,5653,0,69849,9,5,0,0
15,11,32043,0,1405,1,3,0,0
19,0,26010,0,49561,14,2,1,1
15,11,35255,0,35821,22,0,0,0
4,4,9266,0,46865,0,2,2,2
27,15,46579,0,26513,0,1,2,2
0,12,8860,0,52213,3,1,0,0
21,6,43760,0,26582,19,3,1,1
11,3,32151,0,72605,13,4,0,0
33,2,32989,0,95657,18,1,1,1
35,13,7169,1,3272,17,1,0,0
12,14,44955,0,31499,8,5,0,0
15,11,28564,0,63439,4,2,0,0
30,9,49966,0,56723,6,0,0,0
8,10,18524,0,15575,23,0,2,2
15,11,31157,0,93097,16,0,0,0
14,8,15132,0,16289,0,2,2,2
5,6,12694,0,19663,9,1,1,1
14,8,3439,0,50353,12,0,2,2
32,0,22131,0,56346,19,3,1,1
15,11,20041,0,14925,6,1,0,0
7,7,46734,0,55297,5,0,1,1
21,6,2779,0,570,8,5,1,1
9,8,31036,1,37221,14,2,2,2
15,11,16632,0,64893,13,5,0,0
0,12,6449,0,88180,14,3,0,0
33,2,48681,0,47867,19,1,1,1
18,0,18184,0,28029,14,1,1,1
31,1,8651,0,83017,19,1,0,0
22,6,42983,0,25460,18,4,1,1
28,3,35920,0,81634,14,4,0,0
30,9,35067,0,94972,23,2,0,0
35,13,27507,1,72654,9,0,0,0
17,14,29491,0,83057,15,0,0,0
15,11,31742,0,55419,20,5,0,0
23,10,45759,0,17399,4,2,2,2
22,6,12564,0,97587,2,0,1,1
31,1,28788,0,98899,4,5,0,0
13,5,39894,0,36085,10,5,1,1
26,15,37579,0,29048,22,1,2,2
16,4,19984,0,29379,11,2,2,2
28,3,14775,0,6478,6,6,0,0
0,12,42017,0,19916,15,1,0,0
1,7,42201,0,33137,13,5,1,1
25,15,22871,0,83427,12,2,2,2
3,2,46333,0,72494,0,1,1,1
34,11,21375,0,8005,11,3,0,0
12,14,47972,0,37159,1,4,0,0
25,15,43177,1,76949,20,0,2,2
1,7,29079,0,29419,18,3,1,1
9,8,10300,1,58965,13,6,2,2
12,14,31492,0,12780,13,4,0,0
4,4,11641,0,25254,22,0,2,2
23,10,1479,0,41153,9,3,2,2
10,5,4651,0,19311,6,6,1,1
19,0,42378,0,53257,13,0,1,1
25,15,6635,1,50028,11,6,2,2
28,3,42336,0,6233,0,2,0,0
29,1,9447,0,82732,6,2,0,0
26,15,35644,1,96986,9,4,2,2
14,8,31585,0,74274,5,2,2,2
6,12,31485,0,20752,2,0,0,0
1,7,1489,0,6336,16,0,1,1
11,3,9395,0,658,5,6,0,0
19,0,25356,0,19816,1,5,1,1
18,0,25314,0,90515,12,0,1,1
30,9,7317,0,29928,15,0,0,0
12,14,40450,0,44241,9,1,0,0
31,1,39716,0,20305,2,4,0,0
2,2,11985,0,89554,8,1,1,1
6,12,22931,0,14121,8,1,0,0
17,14,46716,0,10509,2,3,0,0
24,13,9784,1,51696,7,2,0,0
31,1,37969,0,56527,1,1,0,0
35,13,21271,1,17216,6,4,0,0
17,14,32488,0,56052,21,3,0,0
3,2,42957,0,32731,10,6,1,1
20,9,34996,0,70782,11,6,0,0
29,1,34633,0,76243,13,6,0,0
31,1,23804,0,875,6,5,0,0
17,14,8855,0,14938,17,5,0,0
12,14,19413,0,60844,13,2,0,0
32,0,14818,0,7822,23,1,1,1
28,3,24837,0,96586,4,4,0,0
12,14,46067,0,14394,3,5,0,0
30,9,2078,0,19752,14,5,0,0
31,1,5150,0,2135,21,0,0,0
35,13,30886,1,97959,9,2,0,0
20,9,47453,0,44715,4,2,0,0
0,12,10316,0,8364,5,4,0,0
8,10,812,1,52455,6,1,2,2
7,7,46588,0,30294,6,1,1,1
1,7,34277,0,49987,16,1,1,1
10,5,14446,0,51918,8,4,1,1
16,4,20625,1,86050,5,4,2,2
10,5,3682,0,49190,10,4,1,1
9,8,7204,1,14183,12,6,2,2
3,2,15797,0,37489,9,3,1,1
31,1,39232,0,1938,10,2,0,0
14,8,41937,0,4742,22,6,2,2
31,1,37045,0,63913,1,5,0,0
3,2,20324,0,1611,5,5,1,1
10,5,20709,0,99045,18,6,1,1
35,13,21813,1,53883,17,1,0,0
35,13,38581,1,50584,16,3,0,0
0,12,10031,0,89940,1,3,0,0
31,1,14232,0,89820,18,4,0,0
23,10,29426,0,17696,10,4,2,2
17,14,2722,0,93923,1,6,0,0
32,0,40102,0,80044,9,6,1,1
30,9,1079,0,19193,2,3,0,0
30,9,29906,0,41619,17,3,0,0
8,10,18457,1,76064,12,5,2,2
31,1,11843,0,93646,23,2,0,0
20,9,29069,0,85735,9,2,0,0
30,9,23920,0,38068,5,0,0,0
24,13,24134,1,67671,10,3,0,0
12,14,44808,0,54658,0,5,0,0
1,7,40772,0,84892,14,5,1,1
26,15,7000,1,38597,2,6,2,2
10,5,14717,0,51385,0,3,1,1
17,14,30802,0,84711,8,6,0,0
28,3,11914,0,96415,22,0,0,0
15,11,26414,0,43586,22,5,0,0
2,2,31969,0,28370,23,6,1,1
11,3,29891,0,5517,19,6,0,0
30,9,42057,0,28479,13,3,0,0
10,5,23790,0,56875,13,3,1,1
21,6,1603,0,99933,2,6,1,1
7,7,41760,0,23582,19,6,1,1
29,1,26646,0,11209,13,2,0,0
15,11,43985,0,34506,9,4,0,0
29,1,22514,0,99220,12,2,0,0
9,8,27566,1,63627,15,3,2,2
34,11,45509,0,75252,17,6,0,0
14,8,47464,0,88051,7,1,2,2
2,2,48226,0,97865,12,1,1,1
26,15,30158,1,19831,17,4,2,2
11,3,17323,0,68748,20,0,0,0
4,4,41669,0,59394,1,4,2,2
21,6,48970,0,25096,2,1,1,1
10,5,22912,0,27994,16,4,1,1
17,14,1161,0,40076,23,2,0,0
20,9,27235,0,54290,0,5,0,0
34,11,7530,0,23544,21,2,0,0
12,14,36325,0,78473,9,3,0,0
13,5,43327,0,90749,23,5,1,1
0,12,5842,0,14106,1,0,0,0
15,11,32632,0,98796,5,2,0,0
4,4,43859,1,38498,3,1,2,2
19,0,36248,0,50448,5,1,1,1
30,9,23077,0,61310,19,0,0,0
27,15,14775,1,67027,21,1,2,2
7,7,27278,0,88750,23,6,1,1
15,11,1117,0,3940,23,2,0,0
33,2,11268,0,75497,13,1,1,1
10,5,40487,0,84967,21,6,1,1
15,11,41798,0,51672,3,1,0,0
13,5,34000,0,21267,21,1,1,1
28,3,33146,0,16015,17,3,0,0
1,7,21229,0,27207,5,0,1,1
27,15,856,1,82930,0,2,2,2
25,15,46471,1,71760,14,6,2,2
25,15,48214,0,17611,15,2,2,2
8,10,42863,1,29565,12,2,2,2
18,0,24879,0,34641,0,5,1,1
1,7,9522,0,82739,1,4,1,1
11,3,39152,0,16580,20,0,0,0
6,12,11937,0,12660,12,6,0,0
12,14,25711,0,13695,8,4,0,0
15,11,31984,0,82509,11,6,0,0
34,11,20651,0,83540,12,2,0,0
23,10,764,1,23919,0,5,2,2
11,3,22826,0,63927,22,2,0,0
23,10,8068,0,25776,14,2,2,2
25,15,33637,0,20468,20,5,2,2
28,3,2033,0,43431,7,2,0,0
31,1,17636,0,36370,22,3,0,0
29,1,46504,0,72785,16,4,0,0
16,4,28677,1,67694,4,0,2,2
1,7,13068,0,90553,15,0,1,1
10,5,38349,0,77515,4,3,1,1
9,8,28507,0,58978,6,1,2,2
2,2,7148,0,80099,10,6,1,1
9,8,24607,0,83429,22,5,2,2
8,10,33612,1,33669,17,1,2,2
6,12,26203,0,4424,5,1,0,0
33,2,12284,0,47390,3,0,1,1
9,8,24477,0,19510,7,3,2,2
27,15,45207,1,1928,14,0,2,2
9,8,37289,1,42647,14,6,2,2
13,5,39539,0,28310,23,5,1,1
11,3,47041,0,80179,13,5,0,0
34,11,20926,0,42458,0,5,0,0
5,6,32779,0,6633,11,1,1,1
28,3,29773,0,22931,8,2,0,0
10,5,37875,0,3287,23,1,1,1
27,15,18736,1,17678,7,0,2,2
5,6,42356,0,2632,3,6,1,1
11,3,47499,0,39952,12,1,0,0
17,14,5327,0,73435,6,3,0,0
5,6,19658,0,91786,16,2,1,1
11,3,40599,0,13966,7,4,0,0
21,6,9192,0,14280,16,3,1,1
32,0,5868,0,25555,22,0,1,1
25,15,3540,0,34537,23,4,2,2
5,6,5017,0,35067,23,3,1,1
1,7,9128,0,76974,23,2,1,1
24,13,9799,1,99201,14,1,0,0
4,4,34294,1,69652,22,6,2,2
20,9,21196,0,96295,23,3,0,0
29,1,19514,0,93742,18,6,0,0
18,0,42510,0,96873,8,5,1,1
29,1,4049,0,28349,14,3,0,0
16,4,12415,1,64416,18,0,2,2
9,8,49939,1,41371,5,0,2,2
35,13,8623,1,29176,13,5,0,0
4,4,26327,1,25135,2,6,2,2
15,11,45075,0,40758,6,1,0,0
24,13,7123,1,98152,0,1,0,0
27,15,12357,1,35464,7,4,2,2
16,4,17504,0,16009,1,0,2,2
17,14,13997,0,20242,1,0,0,0
3,2,29023,0,36228,19,5,1,1
22,6,25168,0,96444,5,1,1,1
0,12,26490,0,23653,0,2,0,0
20,9,7255,0,89781,6,5,0,0
28,3,7648,0,7464,14,4,0,0
32,0,34973,0,13742,12,1,1,1
13,5,25848,0,13778,0,6,1,1
30,9,11308,0,27183,19,4,0,0
0,12,6276,0,24758,21,4,0,0
0,12,11256,0,41802,0,6,0,0
8,10,21868,0,60166,10,2,2,2
20,9,21992,0,3229,1,4,0,0
31,1,44612,0,1775,0,2,0,0
30,9,32101,0,32941,12,3,0,0
21,6,37276,0,89635,5,2,1,1
8,10,6254,0,13606,20,2,2,2
16,4,48256,0,46477,20,6,2,2
20,9,23974,0,60629,14,3,0,0
6,12,34036,0,87523,2,2,0,0
11,3,45043,0,68566,3,1,0,0
24,13,14534,1,86924,10,2,0,0
30,9,16114,0,76205,17,1,0,0
12,14,48882,0,12201,19,4,0,0
11,3,41183,0,89471,19,6,0,0
23,10,44603,0,46223,1,4,2,2
34,11,20371,0,25478,20,4,0,0
11,3,29920,0,74773,19,4,0,0
28,3,32797,0,90353,16,2,0,0
24,13,40981,1,73656,5,5,0,0
6,12,18991,0,8969,9,2,0,0
4,4,14342,0,37595,23,1,2,2
5,6,20142,0,1167,14,1,1,1
26,15,16577,1,18551,22,4,2,2
35,13,46840,1,35977,11,2,0,0
15,11,19158,0,29186,11,4,0,0
12,14,44566,0,83998,13,6,0,0
10,5,17221,0,40086,4,2,1,1
23,10,44593,1,42768,7,1,2,2
9,8,8992,0,55066,5,0,2,2
6,12,5709,0,39472,18,0,0,0
23,10,28732,0,13088,7,2,2,2
2,2,45002,0,93901,6,5,1,1
17,14,30675,0,55616,16,0,0,0
25,15,1831,1,55670,0,0,2,2
0,12,38132,0,67635,23,5,0,0
0,12,49601,0,51966,17,1,0,0
27,15,34048,1,60822,11,5,2,2
5,6,42690,0,14531,4,4,1,1
6,12,45358,0,43925,18,5,0,0
22,6,13539,0,68167,13,2,1,1
35,13,44381,1,84342,1,3,0,0
0,12,31882,0,82244,7,6,0,0
28,3,102,0,20556,11,2,0,0
28,3,13488,0,14079,13,3,0,0
16,4,3747,1,16466,15,2,2,2
30,9,15496,0,72159,20,0,0,0
11,3,9684,0,83887,23,3,0,0
35,13,11291,1,67545,18,1,0,0
20,9,19107,0,38438,9,5,0,0
20,9,43858,0,36568,19,6,0,0
11,3,27421,0,56183,17,2,0,0
6,12,7972,0,74452,17,6,0,0
0,12,42377,0,85752,21,4,0,0
5,6,9229,0,61829,21,0,1,1
1,7,10475,0,47390,18,4,1,1
17,14,33722,0,8726,22,3,0,0
17,14,30212,0,94240,8,2,0,0
6,12,4570,0,85059,0,4,0,0
30,9,37851,0,93364,1,5,0,0
24,13,38691,1,76616,20,4,0,0
31,1,2034,0,96559,5,3,0,0
28,3,32830,0,89540,16,3,0,0
18,0,15606,0,14319,22,3,1,1
15,11,4158,0,80703,9,0,0,0
22,6,4876,0,58372,0,6,1,1
23,10,7155,0,92083,10,2,2,2
35,13,12926,1,33595,8,4,0,0
0,12,13285,0,97775,9,3,0,0
14,8,38249,1,3677,15,3,2,2
14,8,9311,1,1186,8,5,2,2
29,1,12244,0,89938,5,1,0,0
14,8,37479,0,62593,19,4,2,2
12,14,4501,0,58024,10,1,0,0
31,1,8435,0,68296,13,2,0,0
11,3,15210,0,7247,8,2,0,0
26,15,19098,0,33449,18,6,2,2
31,1,18978,0,10301,7,6,0,0
6,12,40643,0,7924,20,6,0,0
20,9,42910,0,4429,11,4,0,0
34,11,13240,0,44348,16,5,0,0
9,8,49733,1,87444,20,5,2,2
30,9,37052,0,80454,23,6,0,0
12,14,27378,0,78900,15,1,0,0
30,9,17828,0,95308,21,4,0,0
5,6,33366,0,30023,14,4,1,1
34,11,19984,0,30352,23,3,0,0
26,15,35108,1,80209,6,6,2,2
30,9,25470,0,49944,15,6,0,0
34,11,36114,0,18557,6,1,0,0
11,3,23154,0,25881,14,4,0,0
21,6,15306,0,12557,18,1,1,1
19,0,49086,0,99140,9,6,1,1
25,15,16478,0,7955,11,6,2,2
24,13,11935,1,37540,23,4,0,0
12,14,19263,0,17502,14,2,0,0
30,9,43130,0,10566,11,6,0,0
9,8,46319,1,96866,5,5,2,2
16,4,24147,1,72773,7,2,2,2
7,7,45829,0,71464,21,4,1,1
5,6,27024,0,92971,7,3,1,1
1,7,13440,0,18474,17,5,1,1
0,12,8144,0,49309,23,0,0,0
21,6,45866,0,58208,13,4,1,1
28,3,32796,0,4924,7,1,0,0
13,5,5637,0,8327,16,1,1,1
30,9,25173,0,50918,4,2,0,0
32,0,24959,0,24673,0,5,1,1
22,6,20098,0,4603,15,6,1,1
